geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000141543.9,2568330714,EIF4A3,aoi,-1.10884,0.2675
ENSG00000262580.5,2568392827,RP11-334C17.5,aoi,0.827,0.408237
ENSG00000181523.12,2568403335,SGSH,aoi,-0.36397,0.715877
ENSG00000181045.14,2568426115,SLC26A11,aoi,0.41167,0.680578
ENSG00000262979.1,2568505657,CTD-2047H16.2,aoi,-0.227,0.820423
ENSG00000280248.1,2568530493,CTD-2047H16.3,aoi,0.45355,0.650149
ENSG00000263069.5,2568573013,CTD-2047H16.4,aoi,-0.21337,0.831038
ENSG00000173818.16,2568616141,ENDOV,aoi,-0.32945,0.741818
ENSG00000279273.1,2568654037,CTD-2526A2.4,aoi,1.11977,0.262813
ENSG00000141564.13,2568945111,RPTOR,aoi,-0.1631,0.870442
ENSG00000261924.1,2569158241,CTD-2561B21.5,aoi,0.7821,0.434159
ENSG00000240270.1,2569166217,RPL12P37,aoi,-0.63929,0.522632
ENSG00000262098.1,2569214039,CTD-2561B21.10,aoi,1.468,0.142104
ENSG00000175866.15,2569265793,BAIAP2,aoi,-0.88619,0.375516
ENSG00000167302.10,2569423199,TEPSIN,aoi,0.41604,0.677379
ENSG00000157637.12,2569459789,SLC38A10,aoi,-1.487,0.137015
ENSG00000262877.4,2569578707,RP11-1055B8.4,aoi,0.08781,0.930025
ENSG00000266074.8,2569620419,BAHCC1,aoi,-0.10541,0.916051
ENSG00000229848.1,2569710427,RP13-766D20.2,aoi,-0.387,0.698756
ENSG00000186765.11,2569722279,FSCN2,aoi,-0.58797,0.556554
ENSG00000185504.16,2569736439,FAAP100,aoi,-0.90587,0.365004
ENSG00000182612.10,2569832475,TSPAN10,aoi,-3.138,0.001701
ENSG00000204237.4,2569855351,OXLD1,aoi,2.54,0.011085
ENSG00000214087.8,2569872065,ARL16,aoi,1.821,0.068607
ENSG00000185624.14,2570041442,P4HB,aoi,-0.94218,0.3461
ENSG00000262413.1,2570057652,RP11-498C9.3,aoi,-1.0338,0.30123
ENSG00000263731.1,2570069281,RP11-498C9.15,aoi,0.6374,0.523865
ENSG00000235296.1,2570134251,AC137723.5,aoi,0.68819,0.491336
ENSG00000169689.14,2570210920,STRA13,aoi,-1.476,0.139944
ENSG00000169718.17,2570251212,DUS1L,aoi,2.4649,0.013705
ENSG00000169710.8,2570277848,FASN,aoi,-0.38635,0.699241
ENSG00000266654.1,2570349769,RP11-1376P16.1,aoi,0.62475,0.532136
ENSG00000280407.2,2570439971,RP13-516M14.8,aoi,0.03809,0.969614
ENSG00000265692.1,2570480945,RP13-516M14.4,aoi,1.14479,0.252297
ENSG00000181396.12,2570593445,OGFOD3,aoi,2.30064,0.021412
ENSG00000279066.1,2570615919,HEXDC-IT1,aoi,1.402,0.160915
ENSG00000141562.17,2570663874,NARF,aoi,2.56922,0.010193
ENSG00000141568.20,2570771703,FOXK2,aoi,2.2777,0.022744
ENSG00000141560.14,2570913021,FN3KRP,aoi,1.54546,0.122234
ENSG00000167363.13,2570932901,FN3K,aoi,0.66606,0.505376
ENSG00000141556.20,2571038509,TBCD,aoi,0.71971,0.471701
ENSG00000262663.1,2571108049,RP11-497H17.1,aoi,-2.26193,0.023702
ENSG00000274370.1,2571288197,AC144831.3,aoi,1.20743,0.227268
ENSG00000261888.1,2571295098,AC144831.1,aoi,0.3023,0.762426
ENSG00000232938.2,2571423366,RPL23AP87,aoi,1.34372,0.179038
ENSG00000263305.1,2571445866,AP005530.2,aoi,-0.4058,0.68488
ENSG00000263006.6,2571545961,ROCK1P1,aoi,0.537,0.591268
ENSG00000079101.16,2572053981,CLUL1,aoi,1.056,0.290968
ENSG00000266456.1,2572081855,RP11-806L2.2,aoi,1.443,0.14901
ENSG00000132199.18,2572121819,ENOSF1,aoi,-0.8957,0.370392
ENSG00000264635.1,2572169179,RP11-769O8.3,aoi,0.604,0.545844
ENSG00000176105.13,2572197387,YES1,aoi,-0.4221,0.672951
ENSG00000265417.1,2572793479,RP11-288C17.1,aoi,-0.141,0.88787
ENSG00000101574.14,2573984837,METTL4,aoi,-0.542,0.587819
ENSG00000200875.1,2574080133,RNU6-340P,aoi,0.0531,0.95763
ENSG00000101596.14,2574160697,SMCHD1,aoi,-0.5019,0.615748
ENSG00000252258.1,2574455819,SNORA70,aoi,1.032,0.302072
ENSG00000101605.12,2574573777,MYOM1,aoi,-1.017,0.309153
ENSG00000272688.1,2574677063,RP13-270P17.3,aoi,-1.017,0.309153
ENSG00000118680.12,2574700416,MYL12B,aoi,-1.7291,0.08379
ENSG00000177426.20,2574866113,TGIF1,aoi,-0.7355,0.46204
ENSG00000177337.7,2575026361,DLGAP1-AS1,aoi,-1.4485,0.147475
ENSG00000170579.15,2575406003,DLGAP1,aoi,0.4101,0.681701
ENSG00000261520.5,2575710323,DLGAP1-AS5,aoi,0.4162,0.677299
ENSG00000265545.1,2575889663,RP11-183C12.1,aoi,1.3632,0.172804
ENSG00000265091.5,2576666021,RP11-835E18.5,aoi,-0.4197,0.674679
ENSG00000263753.6,2576672487,LINC00667,aoi,-1.1632,0.244766
ENSG00000266288.1,2576813805,CTD-3096M3.2,aoi,-1.4513,0.146697
ENSG00000266065.1,2577924863,CTD-2124B20.2,aoi,0.1558,0.876192
ENSG00000266441.1,2578159661,RP11-91I8.3,aoi,0.883,0.377236
ENSG00000088756.12,2578253037,ARHGAP28,aoi,-0.4727,0.636411
ENSG00000265933.5,2578355051,LINC00668,aoi,1.8004,0.071798
ENSG00000264596.1,2579245243,RP11-678G15.1,aoi,-0.2125,0.831719
ENSG00000173482.16,2579417141,PTPRM,aoi,-0.5997,0.548698
ENSG00000242985.3,2579902299,RN7SL50P,aoi,-0.7918,0.428501
ENSG00000229442.2,2579930743,THEMIS3P,aoi,0.485,0.627667
ENSG00000265962.1,2580132058,GACAT2,aoi,-0.868,0.385387
ENSG00000252319.1,2580150403,Y_RNA,aoi,-0.1701,0.86496
ENSG00000168502.17,2580199539,MTCL1,aoi,2.0672,0.038714
ENSG00000266053.2,2580559275,NDUFV2-AS1,aoi,-2.3191,0.020388
ENSG00000101745.16,2580641426,ANKRD12,aoi,-2.7338,0.006262
ENSG00000273335.1,2580904033,RP11-61L19.2,aoi,-0.1262,0.899585
ENSG00000017797.11,2580936882,RALBP1,aoi,-0.337,0.736117
ENSG00000263627.1,2581047633,PPP4R1-AS1,aoi,-0.0422,0.96631
ENSG00000101558.13,2581367331,VAPA,aoi,-0.129,0.897358
ENSG00000154856.12,2581902607,APCDD1,aoi,0.0436,0.965243
ENSG00000134265.12,2581969653,NAPG,aoi,-0.997,0.318765
ENSG00000265728.1,2582030013,RP11-883A18.3,aoi,-1.5111,0.130768
ENSG00000266604.1,2582049648,RP11-856M7.6,aoi,0.6779,0.497806
ENSG00000264503.1,2582052515,RP11-856M7.7,aoi,-1.7544,0.079367
ENSG00000266470.1,2582062637,RP11-856M7.8,aoi,-0.279,0.780245
ENSG00000264714.1,2582156899,RP11-21G15.1,aoi,-1.028,0.30393
ENSG00000267371.1,2582982926,RP11-712C7.2,aoi,-0.1255,0.900156
ENSG00000257513.7,2583059923,NPIPB1P,aoi,0.1886,0.850435
ENSG00000283492.1,2583085233,MIR7153,aoi,1.4886,0.136584
ENSG00000255112.2,2583283242,CHMP1B,aoi,0.112,0.910823
ENSG00000154889.16,2583326242,MPPE1,aoi,-2.5415,0.011038
ENSG00000267079.1,2583342809,RP11-820I16.1,aoi,0.274,0.784085
ENSG00000266955.1,2583424783,RP11-820I16.3,aoi,0.2745,0.783697
ENSG00000267480.1,2583461999,RP11-703I16.1,aoi,0.0567,0.954764
ENSG00000266995.1,2583470520,RP11-703I16.3,aoi,-0.429,0.667923
ENSG00000200827.1,2583528799,RNU6-324P,aoi,-1.5047,0.1324
ENSG00000267076.1,2583641912,CCDC58P3,aoi,-1.1727,0.240906
ENSG00000280302.1,2583711403,RP11-64C12.1,aoi,-0.5583,0.576669
ENSG00000176014.12,2583756314,TUBB6,aoi,0.67,0.502858
ENSG00000267108.1,2583865585,RP11-861E21.1,aoi,0.8685,0.385112
ENSG00000267199.1,2583873867,RP11-861E21.2,aoi,0.4352,0.663385
ENSG00000267570.1,2584341924,STK25P1,aoi,1.898,0.057696
ENSG00000168675.18,2584865446,LDLRAD4,aoi,0.2102,0.833484
ENSG00000267694.1,2584896241,RP11-691H4.4,aoi,-0.1886,0.850382
ENSG00000267366.1,2584931285,RP11-53B2.5,aoi,-0.5315,0.595106
ENSG00000101654.17,2585175929,RNMT,aoi,0.3245,0.745547
ENSG00000176136.5,2585255769,MC5R,aoi,0.439,0.660657
ENSG00000267356.1,2585535203,RP11-411B10.3,aoi,-2.4943,0.012621
ENSG00000186481.16,2585645938,ANKRD20A5P,aoi,0.0846,0.932583
ENSG00000283294.1,2585714184,RP11-681B3.4,aoi,-1.6581,0.097302
ENSG00000265787.2,2585770293,CYP4F35P,aoi,-0.4155,0.67781
ENSG00000266242.1,2585916973,GRAMD4P7,aoi,0.447,0.654846
ENSG00000200645.1,2586189561,RNU6-1210P,aoi,-0.4551,0.649019
ENSG00000263618.5,2586339923,RP11-527H14.4,aoi,0.601,0.547836
ENSG00000264301.1,2586400054,LINC01444,aoi,0.3668,0.713761
ENSG00000278923.1,2586492171,AP005242.1,aoi,0.6518,0.514514
ENSG00000067900.7,2592459698,ROCK1,aoi,-1.974,0.048384
ENSG00000263748.1,2592613321,EXOGP1,aoi,1.5684,0.116791
ENSG00000265948.1,2592747656,RP11-296E23.2,aoi,-1.3954,0.162893
ENSG00000141449.14,2592814149,GREB1L,aoi,-0.7664,0.443468
ENSG00000265751.1,2592845971,RP11-296E23.1,aoi,-2.3953,0.016608
ENSG00000141446.10,2592995402,ESCO1,aoi,-2.2063,0.027362
ENSG00000167088.10,2593053215,SNRPD1,aoi,-2.389,0.016895
ENSG00000221493.1,2593113873,MIR320C1,aoi,-1.4516,0.146618
ENSG00000101752.11,2593218277,MIB1,aoi,0.7879,0.430742
ENSG00000242971.3,2593224341,RN7SL233P,aoi,-0.601,0.54784
ENSG00000265142.7,2593258768,MIR133A1HG,aoi,0.5178,0.604578
ENSG00000264149.1,2593313041,RP11-268I9.3,aoi,-0.2196,0.826148
ENSG00000266850.1,2594245925,RP11-370A5.1,aoi,-0.1606,0.872423
ENSG00000265943.1,2594246942,RP11-739L10.1,aoi,1.0399,0.29837
ENSG00000273232.1,2594313411,RP11-370A5.2,aoi,0.2148,0.829929
ENSG00000266495.1,2594689079,RP11-17J14.2,aoi,-1.085,0.277922
ENSG00000134490.13,2594747872,TMEM241,aoi,0.494,0.621306
ENSG00000141452.9,2594947958,C18orf8,aoi,0.5514,0.581346
ENSG00000141458.12,2594976861,NPC1,aoi,0.564,0.572754
ENSG00000264745.1,2595435095,TTC39C-AS1,aoi,-0.4798,0.631375
ENSG00000168234.12,2595494511,TTC39C,aoi,-1.1726,0.240937
ENSG00000279332.1,2595565968,RP11-799B12.1,aoi,-0.8081,0.419045
ENSG00000154040.20,2595580599,CABYR,aoi,0.7694,0.441627
ENSG00000265750.1,2595591179,RP11-799B12.4,aoi,-0.708,0.478945
ENSG00000206766.1,2595648671,RNU6-435P,aoi,1.0094,0.312798
ENSG00000141447.16,2595710281,OSBPL1A,aoi,1.1212,0.262219
ENSG00000199636.1,2595859877,Y_RNA,aoi,-1.491,0.135961
ENSG00000265094.1,2595867821,RP11-178F10.1,aoi,-0.764,0.444867
ENSG00000266489.1,2595947764,RP11-178F10.3,aoi,1.009,0.312975
ENSG00000266227.1,2597635706,NPM1P2,aoi,0.2354,0.813887
ENSG00000263862.1,2597854867,LINC01543,aoi,-0.771,0.440697
ENSG00000263846.1,2598030193,CIAPIN1P,aoi,1.0087,0.313112
ENSG00000263677.1,2598119209,RP11-17A19.2,aoi,-0.0336,0.973186
ENSG00000260372.6,2598353539,AQP4-AS1,aoi,0.5072,0.612047
ENSG00000265374.1,2598666785,RP11-57J16.1,aoi,0.0959,0.923636
ENSG00000265097.1,2598849979,RBM22P1,aoi,-1.5184,0.128921
ENSG00000264151.5,2598896091,RP11-739N10.1,aoi,-0.131,0.895775
ENSG00000227279.1,2599389423,AC015933.2,aoi,-1.124,0.261013
ENSG00000274578.1,2599576787,RP11-430E17.1,aoi,-0.479,0.631939
ENSG00000271238.1,2600255059,RP11-510D21.2,aoi,-1.3151,0.188488
ENSG00000251702.1,2602414480,RNU6-857P,aoi,1.126,0.260166
ENSG00000134755.14,2602510947,DSC2,aoi,0.0794,0.936753
ENSG00000263698.1,2602562295,RP11-408H20.3,aoi,-0.9944,0.320035
ENSG00000265888.1,2602562508,DSCAS,aoi,-1.293,0.196011
ENSG00000134760.5,2602767879,DSG1,aoi,0.6004,0.548234
ENSG00000207019.1,2602775734,RNU6-167P,aoi,0.087,0.930672
ENSG00000259985.1,2603116559,RP11-549B18.1,aoi,0.8441,0.398616
ENSG00000200472.1,2603149370,RN7SKP44,aoi,1.9793,0.047785
ENSG00000141437.8,2603190541,SLC25A52,aoi,0.1952,0.845246
ENSG00000222320.1,2603367905,RNU6-1050P,aoi,1.0505,0.293491
ENSG00000263823.1,2603373685,RP11-326K13.4,aoi,-0.6529,0.513849
ENSG00000274275.1,2603461517,RP11-326K13.5,aoi,-1.6423,0.100521
ENSG00000263393.1,2603553759,RP11-53I6.4,aoi,-1.395,0.163016
ENSG00000265279.1,2603626815,CLUHP6,aoi,-0.3808,0.70332
ENSG00000222395.2,2603693504,Y_RNA,aoi,1.502,0.133097
ENSG00000264982.1,2603719208,RP11-344B2.2,aoi,-1.4736,0.140598
ENSG00000197705.9,2604153186,KLHL14,aoi,-1.2986,0.194085
ENSG00000228835.1,2604202423,AC012123.1,aoi,-0.6536,0.513367
ENSG00000166960.16,2604619571,CCDC178,aoi,-2.0624,0.03917
ENSG00000101746.15,2605468345,NOL4,aoi,0.4354,0.663245
ENSG00000280406.1,2605651625,RP11-379L18.2,aoi,-0.6124,0.540267
ENSG00000134769.21,2606122887,DTNA,aoi,0.011,0.991206
ENSG00000280096.1,2606512445,RP11-294N21.2,aoi,-1.3633,0.17279
ENSG00000274400.1,2606575499,RP11-294N21.3,aoi,3.0084,0.002626
ENSG00000186812.12,2606684401,ZNF397,aoi,0.6433,0.520002
ENSG00000274184.1,2606699547,RP11-158H5.8,aoi,-1.526,0.12701
ENSG00000257267.2,2606730843,ZNF271P,aoi,-1.7394,0.081965
ENSG00000186496.10,2606802337,ZNF396,aoi,-1.183,0.236809
ENSG00000267583.5,2606885798,RP11-322E11.5,aoi,0.184,0.854013
ENSG00000153391.15,2606905430,INO80C,aoi,0.1984,0.842721
ENSG00000134759.13,2607585319,ELP2,aoi,-0.199,0.842263
ENSG00000260552.1,2607614041,RP11-49I11.1,aoi,0.4097,0.682051
ENSG00000075643.5,2607660157,MOCOS,aoi,-0.506,0.612857
ENSG00000134775.15,2607969204,FHOD3,aoi,-0.3154,0.752424
ENSG00000134779.14,2608233751,TPGS2,aoi,-0.6766,0.498665
ENSG00000267707.2,2608675961,RP11-95O2.5,aoi,1.188,0.234833
ENSG00000078142.11,2613451837,PIK3C3,aoi,-1.8795,0.060177
ENSG00000267586.6,2613855672,LINC00907,aoi,2.0429,0.041066
ENSG00000279319.1,2616417975,RP11-693M3.1,aoi,-0.4071,0.683902
ENSG00000141622.13,2617825294,RNF165,aoi,-0.5256,0.599201
ENSG00000270112.3,2618190767,RP11-742D12.2,aoi,0.299,0.76494
ENSG00000267587.1,2618283577,RP11-687F6.4,aoi,-0.8725,0.382951
ENSG00000167216.16,2618440187,KATNAL2,aoi,1.3805,0.167442
ENSG00000167220.11,2618559281,HDHD2,aoi,-0.2893,0.772322
ENSG00000267761.3,2618870457,CTD-2130O13.1,aoi,0.984,0.325116
ENSG00000267541.1,2619283665,MTCO2P2,aoi,1.1019,0.270499
ENSG00000277907.1,2619908706,RP11-23B5.2,aoi,0.2831,0.777107
ENSG00000101665.8,2620365601,SMAD7,aoi,1.2792,0.200811
ENSG00000215472.10,2620917399,RPL17-C18orf32,aoi,1.1291,0.25884
ENSG00000265496.4,2620919928,MIR1539,aoi,-1.1134,0.265553
ENSG00000265681.7,2620920807,RPL17,aoi,0.5511,0.581553
ENSG00000167315.17,2621228383,ACAA2,aoi,-0.494,0.621306
ENSG00000200527.1,2621376647,RNA5SP457,aoi,-1.5682,0.116836
ENSG00000134042.12,2622240581,MRO,aoi,0.6546,0.512729
ENSG00000082212.11,2622346973,ME2,aoi,0.5123,0.608464
ENSG00000266003.1,2622864429,RP11-267C16.2,aoi,-1.6137,0.106592
ENSG00000227115.7,2622925413,LINC01630,aoi,-1.1497,0.250255
ENSG00000263872.1,2624667465,MIR4528,aoi,3.5978,0.000321
ENSG00000264263.1,2624954879,RP11-671P2.1,aoi,2.2741,0.022961
ENSG00000174448.8,2625771481,STARD6,aoi,-0.3632,0.716445
ENSG00000267524.1,2626175485,RPSAP57,aoi,0.6125,0.540221
ENSG00000267311.1,2626310453,RP11-99A1.2,aoi,1.8816,0.059896
ENSG00000267028.1,2626898056,TCF4-AS1,aoi,-0.2455,0.806105
ENSG00000267325.1,2627209543,LINC01415,aoi,-0.896,0.370253
ENSG00000267732.1,2627571236,RP11-456O19.3,aoi,1.3046,0.192027
ENSG00000091157.13,2628274294,WDR7,aoi,1.0596,0.289326
ENSG00000202240.1,2628714975,RNU6-737P,aoi,1.0529,0.292392
ENSG00000177511.5,2628791591,ST8SIA3,aoi,-2.562,0.010408
ENSG00000066926.10,2628997847,FECH,aoi,-0.581,0.56124
ENSG00000081923.11,2629155083,ATP8B1,aoi,2.3944,0.016648
ENSG00000049759.17,2629653273,NEDD4L,aoi,1.677,0.093542
ENSG00000267579.1,2629992193,RP11-126O1.2,aoi,0.6472,0.517524
ENSG00000252284.1,2630030984,SNORD28,aoi,0.7811,0.434755
ENSG00000239659.2,2630062009,RPL9P31,aoi,0.1427,0.886536
ENSG00000172175.12,2630143251,MALT1,aoi,1.3655,0.172104
ENSG00000199713.1,2630249269,U8,aoi,0.3188,0.749843
ENSG00000134443.9,2630655791,GRP,aoi,0.6929,0.488362
ENSG00000266915.1,2631950323,MRPS5P4,aoi,-3.3915,0.000695
ENSG00000101542.9,2632874997,CDH20,aoi,-1.1373,0.255411
ENSG00000197563.9,2633545662,PIGN,aoi,-0.6908,0.489682
ENSG00000141655.15,2633788609,TNFRSF11A,aoi,0.1967,0.844027
ENSG00000141664.9,2633985677,ZCCHC2,aoi,1.2227,0.221449
ENSG00000283667.1,2635398613,RP11-793J2.1,aoi,2.151,0.031476
ENSG00000166401.14,2635425171,SERPINB8,aoi,2.0406,0.041295
ENSG00000275448.1,2636108214,RP11-762J3.1,aoi,-0.1751,0.861031
ENSG00000263720.1,2637296149,RP11-389J22.1,aoi,0.4241,0.67151
ENSG00000171451.13,2638942101,DSEL,aoi,0.6407,0.521746
ENSG00000263594.1,2639104469,RP11-28O3.2,aoi,0.9339,0.350367
ENSG00000264634.1,2639379007,RP11-659F24.1,aoi,-0.4828,0.629269
ENSG00000264699.1,2639691903,RP11-421N8.2,aoi,-0.8833,0.377076
ENSG00000264444.1,2640297092,SDHCP1,aoi,-1.6166,0.105955
ENSG00000150636.16,2640315519,CCDC102B,aoi,0.1327,0.894418
ENSG00000278532.1,2640829307,RP11-17E3.1,aoi,-0.8898,0.373552
ENSG00000266840.1,2641145296,RP11-543H23.2,aoi,-0.3224,0.747178
ENSG00000150637.8,2641326800,CD226,aoi,1.3822,0.166923
ENSG00000266278.1,2641812685,RP11-41O4.2,aoi,-1.523,0.12775
ENSG00000265639.1,2642461233,RP11-529J17.1,aoi,0.6498,0.515848
ENSG00000265484.1,2642657223,RP11-47G4.2,aoi,-1.0388,0.298917
ENSG00000260457.2,2643284233,RP11-723G8.1,aoi,0.5789,0.562685
ENSG00000264315.1,2644049064,HNRNPA1P11,aoi,1.2257,0.22032
ENSG00000265579.1,2644175178,RP11-713C5.1,aoi,0.9758,0.329168
ENSG00000252598.1,2644182321,RNA5SP460,aoi,1.6006,0.109474
ENSG00000166342.18,2644235549,NETO1,aoi,0.597,0.550493
ENSG00000278902.1,2645352605,RP11-25L3.1,aoi,1.8452,0.065006
ENSG00000141665.11,2645540929,FBXO15,aoi,1.258,0.208407
ENSG00000075336.11,2645584840,TIMM21,aoi,0.8841,0.376659
ENSG00000166347.18,2645701751,CYB5A,aoi,-2.0069,0.044764
ENSG00000259779.1,2645841631,RP11-231E4.2,aoi,-0.0878,0.930037
ENSG00000187773.8,2645876341,FAM69C,aoi,0.3692,0.711946
ENSG00000133313.14,2645939955,CNDP2,aoi,0.2528,0.80039
ENSG00000264247.1,2646025461,LINC00909,aoi,-0.4178,0.676122
ENSG00000215421.9,2646262090,ZNF407,aoi,-1.078,0.281034
ENSG00000266743.1,2647605841,RP11-94B19.6,aoi,1.1085,0.267625
ENSG00000263982.1,2647805815,RP11-504I13.3,aoi,-0.0188,0.985015
ENSG00000101493.10,2647857009,ZNF516,aoi,0.113,0.910031
ENSG00000276397.1,2648122152,AC034110.1,aoi,-0.4687,0.639292
ENSG00000252097.1,2648231039,RNU6-346P,aoi,0.7474,0.45483
ENSG00000130856.15,2648326987,ZNF236,aoi,-1.112,0.266138
ENSG00000264736.1,2648866567,BDP1P,aoi,0.2618,0.793498
ENSG00000279416.1,2650516104,RP11-849I19.2,aoi,-0.8454,0.397894
ENSG00000166377.19,2650654103,ATP9B,aoi,0.1251,0.900438
ENSG00000267015.1,2650772435,RP11-800A18.4,aoi,-1.0868,0.277129
ENSG00000131196.17,2650892910,NFATC1,aoi,1.372,0.170063
ENSG00000267287.1,2651013055,RP11-567M16.1,aoi,-0.3723,0.709677
ENSG00000178342.4,2651312245,KCNG2,aoi,-0.1993,0.842051
ENSG00000226742.3,2651398011,HSBP1L1,aoi,-1.4117,0.158052
ENSG00000141759.14,2651432699,TXNL4A,aoi,1.053,0.292331
ENSG00000267127.7,2651496037,RP11-795F19.5,aoi,-0.3392,0.734444
ENSG00000261126.7,2651501511,RP11-795F19.1,aoi,0.1427,0.886548
ENSG00000267270.5,2651593497,PARD6G-AS1,aoi,3.1727,0.00151
ENSG00000267251.2,2651623655,AC139100.3,aoi,0.5598,0.575638
ENSG00000183186.7,2652040615,C2CD4C,aoi,0.5443,0.586233
ENSG00000129946.10,2652072101,SHC2,aoi,1.329,0.183848
ENSG00000099804.8,2652170213,CDC34,aoi,-0.38754,0.698355
ENSG00000129951.18,2652450544,PLPPR3,aoi,1.24995,0.211319
ENSG00000197766.7,2652494948,CFD,aoi,-0.212,0.832107
ENSG00000175221.14,2652513735,MED16,aoi,-0.37049,0.711016
ENSG00000065268.10,2652624666,WDR18,aoi,-0.28671,0.774335
ENSG00000279753.1,2652672207,AC011558.5,aoi,0.67463,0.499912
ENSG00000180448.10,2652709587,ARHGAP45,aoi,0.95121,0.3415
ENSG00000167468.16,2652738670,GPX4,aoi,1.405,0.160021
ENSG00000160953.15,2652999883,MUM1,aoi,-1.22128,0.221979
ENSG00000280486.1,2653021539,LLNLR-307A6.1,aoi,-1.18431,0.236292
ENSG00000115266.11,2653093085,APC2,aoi,-1.43591,0.151027
ENSG00000185988.11,2653163077,PLK5,aoi,-0.45103,0.651965
ENSG00000239367.2,2653204029,RN7SL477P,aoi,-3.4547,0.000551
ENSG00000279009.1,2653210324,AC005943.6,aoi,1.93963,0.052425
ENSG00000071655.17,2653216510,MBD3,aoi,-0.66717,0.504664
ENSG00000099875.14,2653677666,MKNK2,aoi,-1.48205,0.138328
ENSG00000099840.13,2653731323,IZUMO4,aoi,0.14149,0.887481
ENSG00000104897.9,2653875903,SF3A2,aoi,0.45046,0.652376
ENSG00000104899.6,2653884003,AMH,aoi,-0.7456,0.455912
ENSG00000130332.14,2653958380,LSM7,aoi,-0.08365,0.933332
ENSG00000099800.7,2654060071,TIMM13,aoi,0.614,0.539215
ENSG00000267201.1,2654093871,AC005624.2,aoi,0.65778,0.510676
ENSG00000252962.1,2654136405,RNU6-993P,aoi,0.12386,0.901428
ENSG00000176533.12,2654240275,GNG7,aoi,-0.204,0.838353
ENSG00000277904.1,2654264065,MIR7850,aoi,0.99769,0.318429
ENSG00000172000.7,2654508701,ZNF556,aoi,0.24524,0.806271
ENSG00000065717.14,2654655948,TLE2,aoi,1.363,0.172883
ENSG00000267469.1,2654686629,AC005944.2,aoi,-1.237,0.216087
ENSG00000104964.14,2654691320,AES,aoi,1.51945,0.12865
ENSG00000267688.1,2654754933,AC005262.2,aoi,-0.385,0.700237
ENSG00000125912.10,2654830881,NCLN,aoi,-0.40806,0.683233
ENSG00000105325.13,2655155613,FZR1,aoi,0.66212,0.507896
ENSG00000267436.1,2655184195,AC005786.7,aoi,0.27992,0.77954
ENSG00000161091.12,2655189587,MFSD12,aoi,0.056,0.955342
ENSG00000186111.9,2655298643,PIP5K1C,aoi,0.44832,0.653921
ENSG00000267304.1,2655306750,AC004637.1,aoi,-0.93531,0.349628
ENSG00000011132.11,2655389571,APBA3,aoi,0.65232,0.514195
ENSG00000267148.1,2655409401,AC005777.3,aoi,1.4615,0.143878
ENSG00000007264.14,2655423361,MATK,aoi,0.49404,0.62128
ENSG00000266627.2,2655553687,RN7SL202P,aoi,-0.38456,0.700565
ENSG00000126934.13,2655740537,MAP2K2,aoi,0.14739,0.882825
ENSG00000105246.5,2655866826,EBI3,aoi,-0.2848,0.775795
ENSG00000178078.11,2655966726,STAP2,aoi,-0.368,0.712873
ENSG00000269425.1,2655974845,AC007292.7,aoi,0.03718,0.970341
ENSG00000141985.9,2656013770,SH3GL1,aoi,1.3121,0.189486
ENSG00000167670.15,2656057151,CHAF1A,aoi,-1.13862,0.254862
ENSG00000266437.1,2656079325,MIR4746,aoi,0.59435,0.55228
ENSG00000167671.11,2656084722,UBXN6,aoi,-1.20225,0.229265
ENSG00000167676.4,2656143634,PLIN4,aoi,0.80428,0.421237
ENSG00000167680.15,2656184512,SEMA6B,aoi,0.48309,0.629033
ENSG00000207630.1,2656404036,MIR7-3,aoi,-0.543,0.58713
ENSG00000176840.11,2656404148,MIR7-3HG,aoi,1.211,0.225895
ENSG00000267550.1,2656811603,CTC-482H14.5,aoi,0.69677,0.485945
ENSG00000274447.1,2656927783,LLNLR-304G9.1,aoi,0.98563,0.324315
ENSG00000130255.12,2657316723,RPL36,aoi,-0.958,0.338063
ENSG00000141994.15,2657421347,DUS3L,aoi,1.44109,0.149558
ENSG00000171119.2,2657459375,NRTN,aoi,-0.3446,0.730397
ENSG00000187650.3,2657541167,VMAC,aoi,0.85368,0.393282
ENSG00000105519.14,2657547269,CAPS,aoi,0.633,0.526734
ENSG00000267299.1,2657750871,CTB-66B24.1,aoi,-1.07732,0.281336
ENSG00000181240.13,2658063219,SLC25A41,aoi,-1.07873,0.280709
ENSG00000268191.1,2658127984,CTD-2396E7.10,aoi,1.013,0.31106
ENSG00000269546.1,2658196297,CLIC4P2,aoi,0.42688,0.669467
ENSG00000125734.14,2658367070,GPR108,aoi,0.98,0.327086
ENSG00000174837.14,2658547324,ADGRE1,aoi,0.99435,0.32005
ENSG00000130544.11,2658712017,ZNF557,aoi,0.10356,0.917519
ENSG00000267852.1,2659026092,CTB-133G6.2,aoi,0.40755,0.683603
ENSG00000104880.17,2659067107,ARHGEF18,aoi,-0.61505,0.538519
ENSG00000104883.7,2659120473,PEX11G,aoi,-1.039,0.298805
ENSG00000267952.1,2659146649,CTD-2207O23.12,aoi,0.76095,0.446686
ENSG00000269371.1,2659153499,CTD-2207O23.11,aoi,-0.08907,0.929024
ENSG00000032444.15,2659181195,PNPLA6,aoi,0.7367,0.461305
ENSG00000076924.11,2659257857,XAB2,aoi,-0.73777,0.460656
ENSG00000076944.15,2659275689,STXBP2,aoi,-0.26945,0.787582
